Total load,,
MW,,
ENTSO-E,,
date,hour,Value
02/04/2022,0,3994.5
02/04/2022,1,3814
02/04/2022,2,3676.5
02/04/2022,3,3593.75
02/04/2022,4,3605.5
02/04/2022,5,3679
02/04/2022,6,3830
02/04/2022,7,3987
02/04/2022,8,4080
02/04/2022,9,4104.25
02/04/2022,10,4069.25
02/04/2022,11,4020.5
02/04/2022,12,3988
02/04/2022,13,3745
02/04/2022,14,3758.75
02/04/2022,15,3836.75
02/04/2022,16,4173.25
02/04/2022,17,4478.25
02/04/2022,18,4724.5
02/04/2022,19,5057.75
02/04/2022,20,5125
02/04/2022,21,4822.75
02/04/2022,22,4551
02/04/2022,23,4289.5
03/04/2022,0,4008.25
03/04/2022,1,3851.5
03/04/2022,2,3728.75
03/04/2022,3,3722.25
03/04/2022,4,3853.75
03/04/2022,5,4279.75
03/04/2022,6,5056.25
03/04/2022,7,5308.75
03/04/2022,8,5109.75
03/04/2022,9,4920.25
03/04/2022,10,4740.25
03/04/2022,11,4682.75
03/04/2022,12,4710.25
03/04/2022,13,4725
03/04/2022,14,4761.5
03/04/2022,15,4841
03/04/2022,16,5026.5
03/04/2022,17,5254.5
03/04/2022,18,5533.75
03/04/2022,19,5819.5
03/04/2022,20,5789
03/04/2022,21,5455.25
03/04/2022,22,5147.25
03/04/2022,23,4970.5
04/04/2022,0,4699
04/04/2022,1,4504.75
04/04/2022,2,4338
04/04/2022,3,4315.5
04/04/2022,4,4445.75
04/04/2022,5,4802
04/04/2022,6,5454
04/04/2022,7,5694
04/04/2022,8,5444.25
04/04/2022,9,5304.75
04/04/2022,10,5130.5
04/04/2022,11,5072.75
04/04/2022,12,5031.25
04/04/2022,13,4885.75
04/04/2022,14,4946
04/04/2022,15,5076.75
04/04/2022,16,5251.5
04/04/2022,17,5388.5
04/04/2022,18,5616.75
04/04/2022,19,5933.25
04/04/2022,20,5946.25
04/04/2022,21,5611.75
04/04/2022,22,5336.5
04/04/2022,23,5157
05/04/2022,0,4880.25
05/04/2022,1,4690.75
05/04/2022,2,4491.75
05/04/2022,3,4457
05/04/2022,4,4579.75
05/04/2022,5,4939.5
05/04/2022,6,5585.25
05/04/2022,7,5746.75
05/04/2022,8,5374.5
05/04/2022,9,5008.25
05/04/2022,10,4637.25
05/04/2022,11,4526.75
05/04/2022,12,4569
05/04/2022,13,4470.5
05/04/2022,14,4438
05/04/2022,15,4572.25
05/04/2022,16,4826
05/04/2022,17,5128
05/04/2022,18,5475.25
05/04/2022,19,5839.5
05/04/2022,20,5919.25
05/04/2022,21,5631.25
05/04/2022,22,5369.25
05/04/2022,23,5186
06/04/2022,0,4889
06/04/2022,1,4689.5
06/04/2022,2,4483
06/04/2022,3,4413.75
06/04/2022,4,4508.75
06/04/2022,5,4840.75
06/04/2022,6,5391.5
06/04/2022,7,5657.25
06/04/2022,8,5480.25
06/04/2022,9,5292.75
06/04/2022,10,5160
06/04/2022,11,5148.25
06/04/2022,12,5089.75
06/04/2022,13,5064.75
06/04/2022,14,5747.25
06/04/2022,15,5303.25
06/04/2022,16,5485.25
06/04/2022,17,5552.25
06/04/2022,18,5649.75
06/04/2022,19,5826
06/04/2022,20,5774.75
06/04/2022,21,5474.5
06/04/2022,22,5212
06/04/2022,23,5032.25
07/04/2022,0,4737.5
07/04/2022,1,4481.5
07/04/2022,2,4236
07/04/2022,3,4126.75
07/04/2022,4,4086
07/04/2022,5,4042.75
07/04/2022,6,4097
07/04/2022,7,4416.25
07/04/2022,8,4678
07/04/2022,9,4880.75
07/04/2022,10,5006.25
07/04/2022,11,5029.25
07/04/2022,12,4954.5
07/04/2022,13,4794
07/04/2022,14,4793
07/04/2022,15,4815.5
07/04/2022,16,4886
07/04/2022,17,4894.25
07/04/2022,18,4955
07/04/2022,19,5112.25
07/04/2022,20,5098.5
07/04/2022,21,4875.5
07/04/2022,22,4642.5
07/04/2022,23,4398
08/04/2022,0,4108.25
08/04/2022,1,3930
08/04/2022,2,3783.25
08/04/2022,3,3709.75
08/04/2022,4,3766.75
08/04/2022,5,3901.75
08/04/2022,6,4106.75
08/04/2022,7,4435.75
08/04/2022,8,4696
08/04/2022,9,4854
08/04/2022,10,4956.25
08/04/2022,11,4982.25
08/04/2022,12,4943.75
08/04/2022,13,4805.75
08/04/2022,14,4804.75
08/04/2022,15,4791.25
08/04/2022,16,4833
08/04/2022,17,4849.75
08/04/2022,18,4913
08/04/2022,19,5088.25
08/04/2022,20,5111.75
08/04/2022,21,4862.75
08/04/2022,22,4629
08/04/2022,23,4363.5
09/04/2022,0,4062.75
09/04/2022,1,3880.5
09/04/2022,2,3725
09/04/2022,3,3645.5
09/04/2022,4,3647.25
09/04/2022,5,3701.25
09/04/2022,6,3782
09/04/2022,7,4042.5
09/04/2022,8,4186.25
09/04/2022,9,4235.5
09/04/2022,10,4196.5
09/04/2022,11,4151.25
09/04/2022,12,4035
09/04/2022,13,3852.25
09/04/2022,14,3738
09/04/2022,15,3710.5
09/04/2022,16,3865.25
09/04/2022,17,4038.25
09/04/2022,18,4275.5
09/04/2022,19,4606.75
09/04/2022,20,4783.5
09/04/2022,21,4641.25
09/04/2022,22,4448.25
09/04/2022,23,4218.25
10/04/2022,0,3933.75
10/04/2022,1,3755.75
10/04/2022,2,3601
10/04/2022,3,3530.5
10/04/2022,4,3554.25
10/04/2022,5,3628.75
10/04/2022,6,3720.5
10/04/2022,7,3829.25
10/04/2022,8,3783.5
10/04/2022,9,3673.5
10/04/2022,10,3469.25
10/04/2022,11,3409.5
10/04/2022,12,3538
10/04/2022,13,3566.25
10/04/2022,14,3576
10/04/2022,15,3566.5
10/04/2022,16,3674
10/04/2022,17,3883.5
10/04/2022,18,4220.25
10/04/2022,19,4613.75
10/04/2022,20,4776.5
10/04/2022,21,4569
10/04/2022,22,4321.25
10/04/2022,23,4077
11/04/2022,0,3798
11/04/2022,1,3652.75
11/04/2022,2,3519.25
11/04/2022,3,3518.75
11/04/2022,4,3687.25
11/04/2022,5,4089.25
11/04/2022,6,4758
11/04/2022,7,5020.25
11/04/2022,8,4929
11/04/2022,9,4755.75
11/04/2022,10,4571
11/04/2022,11,4447.5
11/04/2022,12,4386.75
11/04/2022,13,4417.75
11/04/2022,14,4568.5
11/04/2022,15,4784.25
11/04/2022,16,4963.5
11/04/2022,17,5129
11/04/2022,18,5322.25
11/04/2022,19,5569.5
11/04/2022,20,5607.25
11/04/2022,21,5265.25
11/04/2022,22,4989.25
11/04/2022,23,4835
12/04/2022,0,4549
12/04/2022,1,4369.75
12/04/2022,2,4189.5
12/04/2022,3,4139.25
12/04/2022,4,4232
12/04/2022,5,4564
12/04/2022,6,5157
12/04/2022,7,5288.75
12/04/2022,8,4991
12/04/2022,9,4710.5
12/04/2022,10,4486.5
12/04/2022,11,4382
12/04/2022,12,4385.75
12/04/2022,13,4300
12/04/2022,14,4304.75
12/04/2022,15,4447.75
12/04/2022,16,4633.75
12/04/2022,17,4866.5
12/04/2022,18,5205.75
12/04/2022,19,5570.5
12/04/2022,20,5703.25
12/04/2022,21,5363.75
12/04/2022,22,5088
12/04/2022,23,4894.75
13/04/2022,0,4599
13/04/2022,1,4382.5
13/04/2022,2,4172
13/04/2022,3,4127.5
13/04/2022,4,4223.75
13/04/2022,5,4529.5
13/04/2022,6,5102.5
13/04/2022,7,5347.25
13/04/2022,8,5233.75
13/04/2022,9,5105.5
13/04/2022,10,4976.75
13/04/2022,11,4852.5
13/04/2022,12,4851
13/04/2022,13,4790
13/04/2022,14,4815.75
13/04/2022,15,4948.25
13/04/2022,16,5122.75
13/04/2022,17,5239.25
13/04/2022,18,5402.75
13/04/2022,19,5629
13/04/2022,20,5648.75
13/04/2022,21,5325.75
13/04/2022,22,5053.5
13/04/2022,23,4884
14/04/2022,0,4588.75
14/04/2022,1,4375.25
14/04/2022,2,4170
14/04/2022,3,4122
14/04/2022,4,4224.75
14/04/2022,5,4519.5
14/04/2022,6,5140.25
14/04/2022,7,5538
14/04/2022,8,5548.25
14/04/2022,9,5531.75
14/04/2022,10,5562.75
14/04/2022,11,5697.5
14/04/2022,12,5742.75
14/04/2022,13,5702
14/04/2022,14,5674
14/04/2022,15,5613.25
14/04/2022,16,5582.5
14/04/2022,17,5534
14/04/2022,18,5557.75
14/04/2022,19,5679.25
14/04/2022,20,5646
14/04/2022,21,5359.75
14/04/2022,22,5106.25
14/04/2022,23,4945
15/04/2022,0,4657.25
15/04/2022,1,4428.25
15/04/2022,2,4199.75
15/04/2022,3,4114.5
15/04/2022,4,4122.5
15/04/2022,5,4167.75
15/04/2022,6,4304.75
15/04/2022,7,4484.5
15/04/2022,8,4557.5
15/04/2022,9,4598
15/04/2022,10,4619
15/04/2022,11,4691
15/04/2022,12,4657.5
15/04/2022,13,4474
15/04/2022,14,4390.5
15/04/2022,15,4476.25
15/04/2022,16,4682.25
15/04/2022,17,4767
15/04/2022,18,4911
15/04/2022,19,5145.25
15/04/2022,20,5259.5
15/04/2022,21,5013.5
15/04/2022,22,4734.25
15/04/2022,23,4483.25
16/04/2022,0,4175.25
16/04/2022,1,3986.25
16/04/2022,2,3849.5
16/04/2022,3,3786
16/04/2022,4,3796
16/04/2022,5,3841.75
16/04/2022,6,3951.75
16/04/2022,7,4111.75
16/04/2022,8,4241.75
16/04/2022,9,4328
16/04/2022,10,4386.25
16/04/2022,11,4379.75
16/04/2022,12,4211.25
16/04/2022,13,4007.75
16/04/2022,14,4061.75
16/04/2022,15,4115
16/04/2022,16,4282.25
16/04/2022,17,4453.25
16/04/2022,18,4706.25
16/04/2022,19,5013.75
16/04/2022,20,5150.5
16/04/2022,21,4880.25
16/04/2022,22,4578.75
16/04/2022,23,4308
17/04/2022,0,4032.25
17/04/2022,1,3878
17/04/2022,2,3738.5
17/04/2022,3,3728.75
17/04/2022,4,3860.25
17/04/2022,5,4237
17/04/2022,6,4991
17/04/2022,7,5346
17/04/2022,8,5239.5
17/04/2022,9,4977.5
17/04/2022,10,4711.5
17/04/2022,11,4652.25
17/04/2022,12,4758.5
17/04/2022,13,4759.75
17/04/2022,14,4777.5
17/04/2022,15,4809.5
17/04/2022,16,4964.75
17/04/2022,17,5140.5
17/04/2022,18,5319.75
17/04/2022,19,5563.5
17/04/2022,20,5627.75
17/04/2022,21,5322
17/04/2022,22,5008
17/04/2022,23,4827.5
18/04/2022,0,4524.75
18/04/2022,1,4307
18/04/2022,2,4107.75
18/04/2022,3,4066.75
18/04/2022,4,4175.5
18/04/2022,5,4474.5
18/04/2022,6,5097.5
18/04/2022,7,5406.25
18/04/2022,8,5304.75
18/04/2022,9,5174
18/04/2022,10,4995
18/04/2022,11,4877
18/04/2022,12,4845
18/04/2022,13,4713.75
18/04/2022,14,4685.75
18/04/2022,15,4766.75
18/04/2022,16,4862.25
18/04/2022,17,4979.75
18/04/2022,18,5216.5
18/04/2022,19,5479
18/04/2022,20,5596.75
18/04/2022,21,5279.75
18/04/2022,22,4985.25
18/04/2022,23,4776.5
19/04/2022,0,4511.25
19/04/2022,1,4274
19/04/2022,2,4082
19/04/2022,3,4041.75
19/04/2022,4,4145.75
19/04/2022,5,4440.5
19/04/2022,6,5003.25
19/04/2022,7,5166.5
19/04/2022,8,4922.25
19/04/2022,9,4690.25
19/04/2022,10,4545.25
19/04/2022,11,4548.25
19/04/2022,12,4584.25
19/04/2022,13,4606.75
19/04/2022,14,4701.25
19/04/2022,15,4772.25
19/04/2022,16,4829.5
19/04/2022,17,4956.25
19/04/2022,18,5182
19/04/2022,19,5507.5
19/04/2022,20,5658
19/04/2022,21,5337.25
19/04/2022,22,5061.5
19/04/2022,23,4875.25
20/04/2022,0,4584.75
20/04/2022,1,4368.75
20/04/2022,2,4173
20/04/2022,3,4127.5
20/04/2022,4,4228.25
20/04/2022,5,4519.25
20/04/2022,6,5036.25
20/04/2022,7,5067.5
20/04/2022,8,4746.75
20/04/2022,9,4433.5
20/04/2022,10,4188.75
20/04/2022,11,4087.75
20/04/2022,12,4167.75
20/04/2022,13,4272.5
20/04/2022,14,4410.5
20/04/2022,15,4540.5
20/04/2022,16,4651
20/04/2022,17,4838
20/04/2022,18,5111.25
20/04/2022,19,5425.5
20/04/2022,20,5577.25
20/04/2022,21,5284.5
20/04/2022,22,4993
20/04/2022,23,4819.75
21/04/2022,0,4530.25
21/04/2022,1,4312
21/04/2022,2,4108
21/04/2022,3,4050.5
21/04/2022,4,4152
21/04/2022,5,4419.25
21/04/2022,6,4913.75
21/04/2022,7,4991.75
21/04/2022,8,4698
21/04/2022,9,4398.5
21/04/2022,10,4134
21/04/2022,11,4024.5
21/04/2022,12,4066.5
21/04/2022,13,4216.5
21/04/2022,14,4420.5
21/04/2022,15,4543.5
21/04/2022,16,4646.25
21/04/2022,17,4751.5
21/04/2022,18,4950.5
21/04/2022,19,5241.5
21/04/2022,20,5440.5
21/04/2022,21,5190
21/04/2022,22,4938.5
21/04/2022,23,4768.75
22/04/2022,0,4470.25
22/04/2022,1,4224.75
22/04/2022,2,4005.25
22/04/2022,3,3930.25
22/04/2022,4,3953.75
22/04/2022,5,3971.5
22/04/2022,6,4082.75
22/04/2022,7,4147
22/04/2022,8,4017.75
22/04/2022,9,3845.75
22/04/2022,10,3660
22/04/2022,11,3605.75
22/04/2022,12,3667.5
22/04/2022,13,3688.5
22/04/2022,14,3715
22/04/2022,15,3758.5
22/04/2022,16,3966.5
22/04/2022,17,4117.25
22/04/2022,18,4368.25
22/04/2022,19,4678
22/04/2022,20,4983.75
22/04/2022,21,4751.75
22/04/2022,22,4463.5
22/04/2022,23,4196
23/04/2022,0,3923.5
23/04/2022,1,3740
23/04/2022,2,3598.5
23/04/2022,3,3540.75
23/04/2022,4,3558.5
23/04/2022,5,3564
23/04/2022,6,3651.5
23/04/2022,7,3721.5
23/04/2022,8,3679.5
23/04/2022,9,3617.5
23/04/2022,10,3500.25
23/04/2022,11,3390.5
23/04/2022,12,3318
23/04/2022,13,3246.75
23/04/2022,14,3271.5
23/04/2022,15,3362
23/04/2022,16,3612.25
23/04/2022,17,3910.75
23/04/2022,18,4281.75
23/04/2022,19,4654.75
23/04/2022,20,4911
23/04/2022,21,4671.5
23/04/2022,22,4375
23/04/2022,23,4100.75
24/04/2022,0,3826.75
24/04/2022,1,3691.25
24/04/2022,2,3574.75
24/04/2022,3,3557
24/04/2022,4,3674
24/04/2022,5,4006.25
24/04/2022,6,4651.75
24/04/2022,7,4913.5
24/04/2022,8,4895
24/04/2022,9,4875.25
24/04/2022,10,4809.5
24/04/2022,11,4781
24/04/2022,12,5466.75
24/04/2022,13,4979.75
24/04/2022,14,5062
24/04/2022,15,5181.75
24/04/2022,16,5264.5
24/04/2022,17,5297.5
24/04/2022,18,5374.5
24/04/2022,19,5494.25
24/04/2022,20,5496.75
24/04/2022,21,5164.5
24/04/2022,22,4878.25
24/04/2022,23,4707.75
25/04/2022,0,4430.5
25/04/2022,1,4213.5
25/04/2022,2,4025.75
25/04/2022,3,3996.75
25/04/2022,4,4100
25/04/2022,5,4366.25
25/04/2022,6,4977.5
25/04/2022,7,5312
25/04/2022,8,5269
25/04/2022,9,5135
25/04/2022,10,4898.5
25/04/2022,11,4815.25
25/04/2022,12,4855.75
25/04/2022,13,4755
25/04/2022,14,4696.75
25/04/2022,15,4686.75
25/04/2022,16,4788.25
25/04/2022,17,4950.5
25/04/2022,18,5178.5
25/04/2022,19,5406.75
25/04/2022,20,5560
25/04/2022,21,5279
25/04/2022,22,4982.25
25/04/2022,23,4792.75
26/04/2022,0,4505
26/04/2022,1,4301.25
26/04/2022,2,4115.75
26/04/2022,3,4071.5
26/04/2022,4,4167.25
26/04/2022,5,4420.25
26/04/2022,6,4955.5
26/04/2022,7,5035
26/04/2022,8,4751.5
26/04/2022,9,4479
26/04/2022,10,4271.25
26/04/2022,11,4270
26/04/2022,12,4391
26/04/2022,13,4424.5
26/04/2022,14,4443
26/04/2022,15,4685.75
26/04/2022,16,4868.25
26/04/2022,17,5021.75
26/04/2022,18,5256.25
26/04/2022,19,5506.5
26/04/2022,20,5675.25
26/04/2022,21,5394.75
26/04/2022,22,5111.25
26/04/2022,23,4923
27/04/2022,0,4635.5
27/04/2022,1,4423
27/04/2022,2,4253.5
27/04/2022,3,4211.25
27/04/2022,4,4324
27/04/2022,5,4567.25
27/04/2022,6,5051.5
27/04/2022,7,5110
27/04/2022,8,4796.5
27/04/2022,9,4530.75
27/04/2022,10,4441
27/04/2022,11,4416.75
27/04/2022,12,4343.25
27/04/2022,13,4262
27/04/2022,14,4201
27/04/2022,15,4286.25
27/04/2022,16,4505.75
27/04/2022,17,4704.75
27/04/2022,18,5000.25
27/04/2022,19,5311.75
27/04/2022,20,5552.5
27/04/2022,21,5280
27/04/2022,22,4974.75
27/04/2022,23,4781.75
28/04/2022,0,4505.25
28/04/2022,1,4294.75
28/04/2022,2,4102
28/04/2022,3,4048.25
28/04/2022,4,4159.75
28/04/2022,5,4384.75
28/04/2022,6,4862.25
28/04/2022,7,4949
28/04/2022,8,4704.75
28/04/2022,9,4438.25
28/04/2022,10,4166
28/04/2022,11,4081.25
28/04/2022,12,4054.75
28/04/2022,13,4030.75
28/04/2022,14,4082.5
28/04/2022,15,4317.25
28/04/2022,16,4656.25
28/04/2022,17,4852.75
28/04/2022,18,5051.75
28/04/2022,19,5241.75
28/04/2022,20,5355.75
28/04/2022,21,5107
28/04/2022,22,4847.25
28/04/2022,23,4669
29/04/2022,0,4368.75
29/04/2022,1,4121.5
29/04/2022,2,3921.75
29/04/2022,3,3833.5
29/04/2022,4,3844.75
29/04/2022,5,3851
29/04/2022,6,4003.75
29/04/2022,7,4256.75
29/04/2022,8,4362
29/04/2022,9,4350
29/04/2022,10,4236.5
29/04/2022,11,4090
29/04/2022,12,3867.75
29/04/2022,13,3717
29/04/2022,14,3691.75
29/04/2022,15,3734
29/04/2022,16,3990
29/04/2022,17,4156
29/04/2022,18,4403
29/04/2022,19,4662.5
29/04/2022,20,4929
29/04/2022,21,4775
29/04/2022,22,4494.5
29/04/2022,23,4222.75
30/04/2022,0,3912
30/04/2022,1,3727
30/04/2022,2,3593.75
30/04/2022,3,3521.25
30/04/2022,4,3544
30/04/2022,5,3518.75
30/04/2022,6,3593.5
30/04/2022,7,3671
30/04/2022,8,3640.5
30/04/2022,9,3580
30/04/2022,10,3516.75
30/04/2022,11,3538
30/04/2022,12,3534.5
30/04/2022,13,3406.5
30/04/2022,14,3361.75
30/04/2022,15,3482.5
30/04/2022,16,3702.25
30/04/2022,17,3915
30/04/2022,18,4191
30/04/2022,19,4428
30/04/2022,20,4678.5
30/04/2022,21,4554.5
30/04/2022,22,4314
30/04/2022,23,4063.75
01/05/2022,0,3788.25
01/05/2022,1,3600.5
01/05/2022,2,3462.5
01/05/2022,3,3391.75
01/05/2022,4,3389.75
01/05/2022,5,3325.25
01/05/2022,6,3301.5
01/05/2022,7,3280.25
01/05/2022,8,3213.25
01/05/2022,9,3221.75
01/05/2022,10,3096.5
01/05/2022,11,2943.75
01/05/2022,12,2874.5
01/05/2022,13,2779.25
01/05/2022,14,2853.5
01/05/2022,15,2984
01/05/2022,16,3279
01/05/2022,17,3619.5
01/05/2022,18,4012.75
01/05/2022,19,4375.75
01/05/2022,20,4664.5
01/05/2022,21,4482
01/05/2022,22,4181.75
01/05/2022,23,3904
02/05/2022,0,3624
02/05/2022,1,3469.75
02/05/2022,2,3350.75
02/05/2022,3,3320.25
02/05/2022,4,3470
02/05/2022,5,3791.25
02/05/2022,6,4485
02/05/2022,7,4640.5
02/05/2022,8,4475.5
02/05/2022,9,4288.75
02/05/2022,10,4109.25
02/05/2022,11,4042.75
02/05/2022,12,4065.25
02/05/2022,13,4138.5
02/05/2022,14,4387
02/05/2022,15,4667.25
02/05/2022,16,4852.25
02/05/2022,17,4940.5
02/05/2022,18,5108.75
02/05/2022,19,5319.75
02/05/2022,20,5418.75
02/05/2022,21,5134.5
02/05/2022,22,4817
02/05/2022,23,4611.25
03/05/2022,0,4315.5
03/05/2022,1,4107
03/05/2022,2,3941
03/05/2022,3,3893.75
03/05/2022,4,3991
03/05/2022,5,4214.25
03/05/2022,6,4779
03/05/2022,7,5002.75
03/05/2022,8,4871.5
03/05/2022,9,4673.25
03/05/2022,10,4517.75
03/05/2022,11,4492.5
03/05/2022,12,4575.5
03/05/2022,13,4629.75
03/05/2022,14,4691.75
03/05/2022,15,4787
03/05/2022,16,4912.5
03/05/2022,17,5042
03/05/2022,18,5189.75
03/05/2022,19,5367.25
03/05/2022,20,5511.5
03/05/2022,21,5252.25
03/05/2022,22,4957.75
03/05/2022,23,4777.5
04/05/2022,0,4478.25
04/05/2022,1,4255.75
04/05/2022,2,4072
04/05/2022,3,4019.75
04/05/2022,4,4101
04/05/2022,5,4305
04/05/2022,6,4860.25
04/05/2022,7,5024
04/05/2022,8,4822.75
04/05/2022,9,4633.75
04/05/2022,10,4447.25
04/05/2022,11,4339
04/05/2022,12,4312.25
04/05/2022,13,4330
04/05/2022,14,4439.25
04/05/2022,15,4497.5
04/05/2022,16,4625
04/05/2022,17,4773.75
04/05/2022,18,4990
04/05/2022,19,5272.5
04/05/2022,20,5493.25
04/05/2022,21,5283
04/05/2022,22,4992.25
04/05/2022,23,4794.5
05/05/2022,0,4451.5
05/05/2022,1,4238.75
05/05/2022,2,4032.5
05/05/2022,3,3966
05/05/2022,4,4056
05/05/2022,5,4248.5
05/05/2022,6,4733.75
05/05/2022,7,4809
05/05/2022,8,4531.5
05/05/2022,9,4288.25
05/05/2022,10,4085
05/05/2022,11,4060.5
05/05/2022,12,4075.25
05/05/2022,13,4070.75
05/05/2022,14,4122.25
05/05/2022,15,4294.5
05/05/2022,16,4488.75
05/05/2022,17,4652.25
05/05/2022,18,4852.5
05/05/2022,19,5081.5
05/05/2022,20,5275.75
05/05/2022,21,5100.75
05/05/2022,22,4855.5
05/05/2022,23,4693.25
06/05/2022,0,4415.5
06/05/2022,1,4165.5
06/05/2022,2,3954.25
06/05/2022,3,3849.25
06/05/2022,4,3858.75
06/05/2022,5,3811.5
06/05/2022,6,3892.75
06/05/2022,7,3999
06/05/2022,8,3933.75
06/05/2022,9,3834.75
06/05/2022,10,3793.5
06/05/2022,11,3853.25
06/05/2022,12,3900.75
06/05/2022,13,3872.75
06/05/2022,14,3941.25
06/05/2022,15,4002.25
06/05/2022,16,4126.75
06/05/2022,17,4239.75
06/05/2022,18,4404.5
06/05/2022,19,4604.75
06/05/2022,20,4786.5
06/05/2022,21,4654.75
06/05/2022,22,4371.5
06/05/2022,23,4143.25
07/05/2022,0,3841.5
07/05/2022,1,3652.25
07/05/2022,2,3523.75
07/05/2022,3,3450.5
07/05/2022,4,3454.5
07/05/2022,5,3401.25
07/05/2022,6,3502
07/05/2022,7,3629.5
07/05/2022,8,3773
07/05/2022,9,3899.5
07/05/2022,10,3859.25
07/05/2022,11,3753.75
07/05/2022,12,3729
07/05/2022,13,3520.25
07/05/2022,14,3516.5
07/05/2022,15,3584.75
07/05/2022,16,3768
07/05/2022,17,3955.5
07/05/2022,18,4230.25
07/05/2022,19,4519.75
07/05/2022,20,4777.75
07/05/2022,21,4634.25
07/05/2022,22,4337
07/05/2022,23,4062.5
08/05/2022,0,3764.75
08/05/2022,1,3588.75
08/05/2022,2,3478.75
08/05/2022,3,3484.75
08/05/2022,4,3612.25
08/05/2022,5,3856.5
08/05/2022,6,4499.75
08/05/2022,7,4709.75
08/05/2022,8,4547.75
08/05/2022,9,4284.75
08/05/2022,10,4067.25
08/05/2022,11,3961.25
08/05/2022,12,3907
08/05/2022,13,3909.25
08/05/2022,14,3907.25
08/05/2022,15,4059
08/05/2022,16,4270.75
08/05/2022,17,4491.75
08/05/2022,18,4831.25
08/05/2022,19,5155.75
08/05/2022,20,5364
08/05/2022,21,5155.25
08/05/2022,22,4846.75
08/05/2022,23,4642.75
09/05/2022,0,4331
09/05/2022,1,4114
09/05/2022,2,3939.25
09/05/2022,3,3896.25
09/05/2022,4,4004.75
09/05/2022,5,4169
09/05/2022,6,4673
09/05/2022,7,4742.5
09/05/2022,8,4456.75
09/05/2022,9,4184.75
09/05/2022,10,4005.75
09/05/2022,11,4058.5
09/05/2022,12,4213
09/05/2022,13,4276.25
09/05/2022,14,4321
09/05/2022,15,4408.25
09/05/2022,16,4517
09/05/2022,17,4658
09/05/2022,18,4925.75
09/05/2022,19,5200.75
09/05/2022,20,5441.5
09/05/2022,21,5231.5
09/05/2022,22,4922.75
09/05/2022,23,4720
10/05/2022,0,4414.25
10/05/2022,1,4203.25
10/05/2022,2,3983.25
10/05/2022,3,3936.75
10/05/2022,4,4058.25
10/05/2022,5,4240.75
10/05/2022,6,4738
10/05/2022,7,4779.75
10/05/2022,8,4505.5
10/05/2022,9,4356.5
10/05/2022,10,4265
10/05/2022,11,4294.5
10/05/2022,12,4284
10/05/2022,13,4351.25
10/05/2022,14,4378.25
10/05/2022,15,4448.25
10/05/2022,16,4568
10/05/2022,17,4717
10/05/2022,18,4986.75
10/05/2022,19,5237.25
10/05/2022,20,5445.25
10/05/2022,21,5229
10/05/2022,22,4936.5
10/05/2022,23,4734.25
11/05/2022,0,4424.75
11/05/2022,1,4193.75
11/05/2022,2,4016.25
11/05/2022,3,3973.25
11/05/2022,4,4041.75
11/05/2022,5,4184.5
11/05/2022,6,4679
11/05/2022,7,4782.75
11/05/2022,8,4548.5
11/05/2022,9,4331.75
11/05/2022,10,4140.25
11/05/2022,11,4149.25
11/05/2022,12,4245.5
11/05/2022,13,4321.75
11/05/2022,14,4442.5
11/05/2022,15,4630.5
11/05/2022,16,4862
11/05/2022,17,5035.5
11/05/2022,18,5206.5
11/05/2022,19,5358.75
11/05/2022,20,5435.75
11/05/2022,21,5188.25
11/05/2022,22,4904.25
11/05/2022,23,4712.5
12/05/2022,0,4396.75
12/05/2022,1,4195.5
12/05/2022,2,4001.25
12/05/2022,3,3968.25
12/05/2022,4,4018.75
12/05/2022,5,4213.5
12/05/2022,6,4788.25
12/05/2022,7,5099.25
12/05/2022,8,5112.25
12/05/2022,9,5140.25
12/05/2022,10,5158
12/05/2022,11,5257.75
12/05/2022,12,5264
12/05/2022,13,5168
12/05/2022,14,5222.25
12/05/2022,15,5299.5
12/05/2022,16,5353
12/05/2022,17,5287.75
12/05/2022,18,5277.75
12/05/2022,19,5356
12/05/2022,20,5400
12/05/2022,21,5164
12/05/2022,22,4889.25
12/05/2022,23,4711
13/05/2022,0,4380.75
13/05/2022,1,4125.5
13/05/2022,2,3934.5
13/05/2022,3,3829
13/05/2022,4,3829.25
13/05/2022,5,3788
13/05/2022,6,3935.75
13/05/2022,7,4169.75
13/05/2022,8,4312.25
13/05/2022,9,4427
13/05/2022,10,4536
13/05/2022,11,4589.25
13/05/2022,12,4562.25
13/05/2022,13,4445.25
13/05/2022,14,4304
13/05/2022,15,4266.5
13/05/2022,16,4288
13/05/2022,17,4335.25
13/05/2022,18,4463
13/05/2022,19,4652
13/05/2022,20,4832.5
13/05/2022,21,4713.25
13/05/2022,22,4451.25
13/05/2022,23,4174.25
14/05/2022,0,3863.5
14/05/2022,1,3662.75
14/05/2022,2,3527.75
14/05/2022,3,3457
14/05/2022,4,3459.5
14/05/2022,5,3419.5
14/05/2022,6,3558.75
14/05/2022,7,3806
14/05/2022,8,4083.25
14/05/2022,9,4331.75
14/05/2022,10,4500.25
14/05/2022,11,4670
14/05/2022,12,4679.5
14/05/2022,13,4642.5
14/05/2022,14,4657.5
14/05/2022,15,4679.25
14/05/2022,16,4730.5
14/05/2022,17,4751.5
14/05/2022,18,4827.75
14/05/2022,19,4904.25
14/05/2022,20,4941.5
14/05/2022,21,4717.25
14/05/2022,22,4406.25
14/05/2022,23,4147
15/05/2022,0,3860.75
15/05/2022,1,3697.5
