Average monthly electricity consumption by region,
kWh,
KSH,
nuts3,Value
Bács-Kiskun,190.2
Baranya,163.7
Békés,175.9
Borsod-Abaúj-Zemplén,168.3
Budapest,179
Csongrád-Csanád,175.4
Fejér,188.1
Győr-Moson-Sopron,183.4
Hajdú-Bihar,188
Heves,193
Jász-Nagykun-Szolnok,188.3
Komárom-Esztergom,196.9
Nógrád,199.3
Pest,234
Somogy,157
Szabolcs-Szatmár-Bereg,200.9
Tolna,199.7
Vas,175
Veszprém,162.4
Zala,138.6
