Imitation parameter of Bass model,
-,
Calculated with Bass model from PVs installation data,
nuts3,Value
Bács-Kiskun,0.306
Baranya,0.396
Békés,0.371
Borsod-Abaúj-Zemplén,0.396
Budapest,0.381
Csongrád-Csanád,0.341
Fejér,0.346
Győr-Moson-Sopron,0.376
Hajdú-Bihar,0.336
Heves,0.391
Jász-Nagykun-Szolnok,0.351
Komárom-Esztergom,0.356
Nógrád,0.361
Pest,0.391
Somogy,0.341
Szabolcs-Szatmár-Bereg,0.341
Tolna,0.321
Vas,0.371
Veszprém,0.361
Zala,0.341
